Genome project,Gene stable ID,Transcript stable ID,Gene name,Gene description
brugia_malayi_prjna10729,WBGene00225754,Bm5493a.1,Bma-unc-2,"Uncoordinated protein 2, isoform c, putative  [Source:UniProtKB/TrEMBL;Acc:A0A4E9EZJ4]"
brugia_malayi_prjna10729,WBGene00225754,Bm5493b.1,Bma-unc-2,"Uncoordinated protein 2, isoform c, putative  [Source:UniProtKB/TrEMBL;Acc:A0A4E9EZJ4]"
brugia_malayi_prjna10729,WBGene00225754,Bm5493c.1,Bma-unc-2,"Uncoordinated protein 2, isoform c, putative  [Source:UniProtKB/TrEMBL;Acc:A0A4E9EZJ4]"
brugia_malayi_prjna10729,WBGene00225755,Bm5494.1,Bma-tftc-5,"BMA-TFTC-5; General transcription factor III polypeptide 5, putative  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JJ52]"
brugia_malayi_prjna10729,WBGene00225755,Bm5494.2,Bma-tftc-5,"BMA-TFTC-5; General transcription factor III polypeptide 5, putative  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JJ52]"
brugia_malayi_prjna10729,WBGene00225757,Bm5496.1,Bma-grl-7,BMA-GRL-7  [Source:UniProtKB/TrEMBL;Acc:A0A0J9XYH4]
brugia_malayi_prjna10729,WBGene00225758,Bm5497.1,Bma-dop-5,"BMA-DOP-5, isoform a; G_PROTEIN_RECEP_F1_2 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1P6C5R0]"
brugia_malayi_prjna10729,WBGene00225759,Bm5498.1,Bm5498,"DNA mismatch repair protein mutS, putative  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FSQ5]"
brugia_malayi_prjna10729,WBGene00225760,Bm5499a.1,Bm5499,Bm5499  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JJ58]
brugia_malayi_prjna10729,WBGene00225760,Bm5499b.1,Bm5499,Bm5499  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JJ58]
brugia_malayi_prjna10729,WBGene00225761,Bm5500.1,Bma-thoc-1,Death domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FBM7]
brugia_malayi_prjna10729,WBGene00225764,Bm5503.1,Bma-sbt-1,C-terminal peptide  [Source:UniProtKB/TrEMBL;Acc:A0A1P6C5R3]
brugia_malayi_prjna10729,WBGene00225765,Bm5504.1,Bma-grl-14,Ground-like domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FXF7]
brugia_malayi_prjna10729,WBGene00225766,Bm5505.1,Bm5505,Gamma-glutamyltranspeptidase family protein  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FQV4]
brugia_malayi_prjna10729,WBGene00225767,Bm5506.1,Bma-uba-5,"BMA-UBA-5; CG1749-PA, putative  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S7V1]"
brugia_malayi_prjna10729,WBGene00225767,Bm5506.2,Bma-uba-5,"BMA-UBA-5; CG1749-PA, putative  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S7V1]"
brugia_malayi_prjna10729,WBGene00225769,Bm5508.1,Bm5508,Serine/threonine-protein phosphatase  [Source:UniProtKB/TrEMBL;Acc:A0A7I4KK76]
brugia_malayi_prjna10729,WBGene00225769,Bm5508.2,Bm5508,Serine/threonine-protein phosphatase  [Source:UniProtKB/TrEMBL;Acc:A0A7I4KK76]
brugia_malayi_prjna10729,WBGene00225769,Bm5508.3,Bm5508,Serine/threonine-protein phosphatase  [Source:UniProtKB/TrEMBL;Acc:A0A7I4KK76]
brugia_malayi_prjna10729,WBGene00225769,Bm5508.4,Bm5508,Serine/threonine-protein phosphatase  [Source:UniProtKB/TrEMBL;Acc:A0A7I4KK76]
brugia_malayi_prjna10729,WBGene00225769,Bm5508.5,Bm5508,Serine/threonine-protein phosphatase  [Source:UniProtKB/TrEMBL;Acc:A0A7I4KK76]
brugia_malayi_prjna10729,WBGene00225770,Bm5509.1,Bma-tfbm-1,rRNA adenine N(6)-methyltransferase  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JJ73]
brugia_malayi_prjna10729,WBGene00225771,Bm5510a.1,Bma-guk-1,Guanylate kinase  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S135]
brugia_malayi_prjna10729,WBGene00225771,Bm5510a.2,Bma-guk-1,Guanylate kinase  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S135]
brugia_malayi_prjna10729,WBGene00225771,Bm5510b.1,Bma-guk-1,Guanylate kinase  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S135]
brugia_malayi_prjna10729,WBGene00225772,Bm5511a.1,Bma-hcp-4,"BMA-HCP-4, isoform g  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PQA7]"
brugia_malayi_prjna10729,WBGene00225772,Bm5511b.1,Bma-hcp-4,"BMA-HCP-4, isoform g  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PQA7]"
brugia_malayi_prjna10729,WBGene00225773,Bm5512.1,Bm5512,"Bm5512; Hypothetical 23.7 kDa protein in CYR1-OST1 intergenic region, putative  [Source:UniProtKB/TrEMBL;Acc:A0A0H5SLR9]"
brugia_malayi_prjna10729,WBGene00225774,Bm5513a.1,Bma-qdpr-1,BMA-QDPR-1  [Source:UniProtKB/TrEMBL;Acc:A0A0I9N667]
brugia_malayi_prjna10729,WBGene00225774,Bm5513b.1,Bma-qdpr-1,BMA-QDPR-1  [Source:UniProtKB/TrEMBL;Acc:A0A0I9N667]
brugia_malayi_prjna10729,WBGene00225775,Bm5514.1,Bma-dnj-17,BMA-DNJ-17; DnaJ domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S8X6]
brugia_malayi_prjna10729,WBGene00225776,Bm5515.1,Bma-lis-1,Lissencephaly-1 homolog  [Source:UniProtKB/TrEMBL;Acc:A0A4E9F825]
brugia_malayi_prjna10729,WBGene00225778,Bm5517a.1,Bma-snf-11,Transporter  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S452]
brugia_malayi_prjna10729,WBGene00225778,Bm5517b.1,Bma-snf-11,Transporter  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S452]
brugia_malayi_prjna10729,WBGene00225779,Bm5518.1,Bm5518,Bm5518  [Source:UniProtKB/TrEMBL;Acc:A0A0H5SFR6]
brugia_malayi_prjna10729,WBGene00225780,Bm5519a.1,Bm5519,"Bm5519, isoform a; Bm5519, isoform b  [Source:UniProtKB/TrEMBL;Acc:A0A0H5SJA6]"
brugia_malayi_prjna10729,WBGene00225780,Bm5519a.2,Bm5519,"Bm5519, isoform a; Bm5519, isoform b  [Source:UniProtKB/TrEMBL;Acc:A0A0H5SJA6]"
brugia_malayi_prjna10729,WBGene00225780,Bm5519b.1,Bm5519,"Bm5519, isoform a; Bm5519, isoform b  [Source:UniProtKB/TrEMBL;Acc:A0A0H5SJA6]"
brugia_malayi_prjna10729,WBGene00225781,Bm5520a.1,Bma-nhr-40,"BMA-NHR-40, isoform f; Nuclear hormone receptor family member nhr-40, putative  [Source:UniProtKB/TrEMBL;Acc:A0A1P6C5P3]"
brugia_malayi_prjna10729,WBGene00225781,Bm5520b.1,Bma-nhr-40,"BMA-NHR-40, isoform f; Nuclear hormone receptor family member nhr-40, putative  [Source:UniProtKB/TrEMBL;Acc:A0A1P6C5P3]"
brugia_malayi_prjna10729,WBGene00225781,Bm5520c.1,Bma-nhr-40,"BMA-NHR-40, isoform f; Nuclear hormone receptor family member nhr-40, putative  [Source:UniProtKB/TrEMBL;Acc:A0A1P6C5P3]"
brugia_malayi_prjna10729,WBGene00225782,Bm5521.1,Bm5521,Type I phosphodiesterase / nucleotide pyrophosphatase family protein  [Source:UniProtKB/TrEMBL;Acc:A0A4E9ETV7]
brugia_malayi_prjna10729,WBGene00225783,Bm5522a.1,Bma-pqn-62,BMA-PQN-62  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PQB8]
brugia_malayi_prjna10729,WBGene00225783,Bm5522b.1,Bma-pqn-62,BMA-PQN-62  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PQB8]
brugia_malayi_prjna10729,WBGene00225784,Bm5523.1,Bm5523,"CGI-62 protein, putative  [Source:UniProtKB/TrEMBL;Acc:A0A4E9EV53]"
brugia_malayi_prjna10729,WBGene00225785,Bm5524a.1,Bma-mans-3,"alpha-1,2-Mannosidase  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JJ91]"
brugia_malayi_prjna10729,WBGene00225785,Bm5524b.1,Bma-mans-3,"alpha-1,2-Mannosidase  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JJ91]"
brugia_malayi_prjna10729,WBGene00225786,Bm5525a.1,Bm5525,Costars domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PQN9]
brugia_malayi_prjna10729,WBGene00225786,Bm5525b.1,Bm5525,Costars domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PQN9]
brugia_malayi_prjna10729,WBGene00225787,Bm5526.1,Bma-ppat-1,
brugia_malayi_prjna10729,WBGene00225788,Bm5527.1,Bma-nifk-1,Bm5527; RRM domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A0H5SBU1]
brugia_malayi_prjna10729,WBGene00225789,Bm5528.1,Bm5528,"1,4-alpha-glucan branching enzyme  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FA70]"
brugia_malayi_prjna10729,WBGene00225790,Bm5529.1,Bm5529,Ubiquitin-like domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A4E9F618]
brugia_malayi_prjna10729,WBGene00225791,Bm5530.1,Bma-dnj-18,J domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A4E9F3X0]
brugia_malayi_prjna10729,WBGene00225792,Bm5531a.1,Bma-sel-13,"Bm5531, isoform b; MGC20398 protein, putative  [Source:UniProtKB/TrEMBL;Acc:A0A0H5BRZ2]"
brugia_malayi_prjna10729,WBGene00225792,Bm5531b.1,Bma-sel-13,"Bm5531, isoform b; MGC20398 protein, putative  [Source:UniProtKB/TrEMBL;Acc:A0A0H5BRZ2]"
brugia_malayi_prjna10729,WBGene00225792,Bm5531c.1,Bma-sel-13,"Bm5531, isoform b; MGC20398 protein, putative  [Source:UniProtKB/TrEMBL;Acc:A0A0H5BRZ2]"
brugia_malayi_prjna10729,WBGene00225793,Bm5532.1,Bma-mrpl-16,"39S ribosomal protein L16, mitochondrial  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JJA1]"
brugia_malayi_prjna10729,WBGene00225794,Bm5533.1,Bma-pgap-2,BMA-TAG-189  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JJA2]
brugia_malayi_prjna10729,WBGene00225796,Bm5535.1,Bma-clp-2,"Calpain 7, putative  [Source:UniProtKB/TrEMBL;Acc:A0A4E9F323]"
brugia_malayi_prjna10729,WBGene00225797,Bm5536.1,Bma-let-502,Non-specific serine/threonine protein kinase  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JJA5]
brugia_malayi_prjna10729,WBGene00225798,Bm5537.1,Bm5537,Amino acid permease family protein; Bm5537  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JJA6]
brugia_malayi_prjna10729,WBGene00225799,Bm5538a.1,Bma-fnip-2,UDENN FNIP1/2-type domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A4E9ETB2]
brugia_malayi_prjna10729,WBGene00225799,Bm5538b.1,Bma-fnip-2,UDENN FNIP1/2-type domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A4E9ETB2]
brugia_malayi_prjna10729,WBGene00225800,Bm5539a.1,Bm5539,Bm5539  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PQJ1]
brugia_malayi_prjna10729,WBGene00225800,Bm5539b.1,Bm5539,Bm5539  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PQJ1]
brugia_malayi_prjna10729,WBGene00225800,Bm5539c.1,Bm5539,Bm5539  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PQJ1]
brugia_malayi_prjna10729,WBGene00225801,Bm5540.1,Bma-mlp-1,LIM zinc-binding domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PQP9]
brugia_malayi_prjna10729,WBGene00225802,Bm5541.1,Bma-frm-2,Moesin/ezrin/radixin homolog 1  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JJB4]
brugia_malayi_prjna10729,WBGene00225803,Bm5542a.1,Bma-mbk-1,Dual-specificity kinase  [Source:UniProtKB/TrEMBL;Acc:A0A0J9XQ11]
brugia_malayi_prjna10729,WBGene00225803,Bm5542b.1,Bma-mbk-1,Dual-specificity kinase  [Source:UniProtKB/TrEMBL;Acc:A0A0J9XQ11]
brugia_malayi_prjna10729,WBGene00225804,Bm5543.1,Bma-epn-1,BMA-EPN-1  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JJB7]
brugia_malayi_prjna10729,WBGene00225805,Bm5544.1,Bma-act-5,"Actin, putative; BMA-ACT-5  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JJB8]"
brugia_malayi_prjna10729,WBGene00225806,Bm5545.1,Bma-unc-57,"BMA-UNC-57, isoform d  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PQQ3]"
brugia_malayi_prjna10729,WBGene00225807,Bm5546.1,Bma-chd-7,Associated with TFs and helicases family protein; BMA-CHD-7  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JJC4]
brugia_malayi_prjna10729,WBGene00225808,Bm5547.1,Bma-pde-1,Phosphodiesterase  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FQ89]
brugia_malayi_prjna10729,WBGene00225809,Bm5548.1,Bm5548,Guanylate cyclase  [Source:UniProtKB/TrEMBL;Acc:A0A4E9F8M9]
brugia_malayi_prjna10729,WBGene00225810,Bm5549a.1,Bma-smoc-1,"Bm5549, isoform b; Bm5549, isoform c  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S8Z3]"
brugia_malayi_prjna10729,WBGene00225810,Bm5549b.1,Bma-smoc-1,"Bm5549, isoform b; Bm5549, isoform c  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S8Z3]"
brugia_malayi_prjna10729,WBGene00225810,Bm5549c.1,Bma-smoc-1,"Bm5549, isoform b; Bm5549, isoform c  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S8Z3]"
brugia_malayi_prjna10729,WBGene00225812,Bm5551.1,Bm5551,Bm5551  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JJD0]
brugia_malayi_prjna10729,WBGene00225813,Bm5552.1,Bm5552,Bm5552  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JJD1]
brugia_malayi_prjna10729,WBGene00225814,Bm5553a.1,Bm5553,Sidoreflexin  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PQQ9]
brugia_malayi_prjna10729,WBGene00225814,Bm5553b.1,Bm5553,Sidoreflexin  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PQQ9]
brugia_malayi_prjna10729,WBGene00225815,Bm5554.1,Bm5554,Bm5554; GpcrRhopsn4 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JJD3]
brugia_malayi_prjna10729,WBGene00225816,Bm5555a.1,Bma-cutl-11,BMA-CUTL-11  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PQK7]
brugia_malayi_prjna10729,WBGene00225816,Bm5555b.1,Bma-cutl-11,BMA-CUTL-11  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PQK7]
brugia_malayi_prjna10729,WBGene00225817,Bm5556a.1,Bm5556,
brugia_malayi_prjna10729,WBGene00225817,Bm5556b.1,Bm5556,
brugia_malayi_prjna10729,WBGene00225818,Bm5557.1,Bma-nas-15,Metalloendopeptidase  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JJD6]
brugia_malayi_prjna10729,WBGene00225820,Bm5559.1,Bm5559,4'-phosphopantetheinyl transferase  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JJD8]
brugia_malayi_prjna10729,WBGene00225821,Bm5560.1,Bm5560,Translocon-associated protein subunit beta  [Source:UniProtKB/TrEMBL;Acc:A0A4E9ETZ0]
brugia_malayi_prjna10729,WBGene00225822,Bm5561.1,Bm5561,Bm5561  [Source:UniProtKB/TrEMBL;Acc:A0A1U7F3X7]
brugia_malayi_prjna10729,WBGene00225822,Bm5561.2,Bm5561,Bm5561  [Source:UniProtKB/TrEMBL;Acc:A0A1U7F3X7]
brugia_malayi_prjna10729,WBGene00225823,Bm5562a.1,Bma-rad-50,AAA_23 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FQK0]
brugia_malayi_prjna10729,WBGene00225823,Bm5562b.1,Bma-rad-50,AAA_23 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FQK0]
brugia_malayi_prjna10729,WBGene00225824,Bm5563.1,Bm5563,Coiled-coil domain-containing protein 75  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FXJ2]
brugia_malayi_prjna10729,WBGene00225825,Bm5564a.1,Bma-lrx-1,"Bm5564, isoform b; Bm5564, isoform d; Bm5564, isoform c  [Source:UniProtKB/TrEMBL;Acc:A0A0H5SJB1]"
brugia_malayi_prjna10729,WBGene00225825,Bm5564b.1,Bma-lrx-1,"Bm5564, isoform b; Bm5564, isoform d; Bm5564, isoform c  [Source:UniProtKB/TrEMBL;Acc:A0A0H5SJB1]"
brugia_malayi_prjna10729,WBGene00225825,Bm5564c.1,Bma-lrx-1,"Bm5564, isoform b; Bm5564, isoform d; Bm5564, isoform c  [Source:UniProtKB/TrEMBL;Acc:A0A0H5SJB1]"
brugia_malayi_prjna10729,WBGene00225825,Bm5564d.1,Bma-lrx-1,"Bm5564, isoform b; Bm5564, isoform d; Bm5564, isoform c  [Source:UniProtKB/TrEMBL;Acc:A0A0H5SJB1]"
brugia_malayi_prjna10729,WBGene00225826,Bm5565.1,Bm5565,BMA-CKI-1  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JJE9]
brugia_malayi_prjna10729,WBGene00225827,Bm5566.1,Bm5566,
brugia_malayi_prjna10729,WBGene00225828,Bm5567.1,Bm5567,"T-cell receptor beta chain ANA 11, putative  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FAF6]"
brugia_malayi_prjna10729,WBGene00225829,Bm5568.1,Bma-sma-9,"BMA-SMA-9, isoform a  [Source:UniProtKB/TrEMBL;Acc:A0A1U7F005]"
brugia_malayi_prjna10729,WBGene00225830,Bm5569.1,Bm5569,"Bm5569, isoform a; Bm5569, isoform b  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PQL8]"
brugia_malayi_prjna10729,WBGene00225831,Bm5570.1,Bma-tre-2,Trehalase  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S2F9]
brugia_malayi_prjna10729,WBGene00225832,Bm5571.1,Bm5571,
brugia_malayi_prjna10729,WBGene00225833,Bm5572.1,Bm5572,
brugia_malayi_prjna10729,WBGene00225834,Bm5573.1,Bm5573,Bm5573  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JJF9]
brugia_malayi_prjna10729,WBGene00225835,Bm5574.1,Bma-dnj-19,"DnaJ protein, putative  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FHB4]"
brugia_malayi_prjna10729,WBGene00225836,Bm5575.1,Bm5575,Bm5575  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JJG1]
brugia_malayi_prjna10729,WBGene00225837,Bm5576.1,Bm5576,Bm5576; Protein kinase domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S9X7]
brugia_malayi_prjna10729,WBGene00225838,Bm5577.1,Bma-mig-5,BMA-MIG-5; DIX domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S7P8]
brugia_malayi_prjna10729,WBGene00225839,Bm5578a.1,Bma-cct-1,CCT-alpha  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JJG4]
brugia_malayi_prjna10729,WBGene00225839,Bm5578a.2,Bma-cct-1,CCT-alpha  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JJG4]
brugia_malayi_prjna10729,WBGene00225839,Bm5578b.1,Bma-cct-1,CCT-alpha  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JJG4]
brugia_malayi_prjna10729,WBGene00225840,Bm5579a.1,Bma-qua-1,"BMA-QUA-1, isoform e; Col_cuticle_N domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1P6C5V7]"
brugia_malayi_prjna10729,WBGene00225840,Bm5579b.1,Bma-qua-1,"BMA-QUA-1, isoform e; Col_cuticle_N domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1P6C5V7]"
brugia_malayi_prjna10729,WBGene00225841,Bm5580.1,Bma-aldo-1,Fructose-bisphosphate aldolase  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S7G0]
brugia_malayi_prjna10729,WBGene00225841,Bm5580.2,Bma-aldo-1,Fructose-bisphosphate aldolase  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S7G0]
brugia_malayi_prjna10729,WBGene00225842,Bm5581.1,Bm5581,Bm5581  [Source:UniProtKB/TrEMBL;Acc:A0A0I9N9S0]
brugia_malayi_prjna10729,WBGene00225843,Bm5582.1,Bm5582,
brugia_malayi_prjna10729,WBGene00225844,Bm5583.1,Bma-let-355,
brugia_malayi_prjna10729,WBGene00225845,Bm5584a.1,Bma-enpl-1,"BMA-ENPL-1, isoform b  [Source:UniProtKB/TrEMBL;Acc:A0A1P6C609]"
brugia_malayi_prjna10729,WBGene00225845,Bm5584b.1,Bma-enpl-1,"BMA-ENPL-1, isoform b  [Source:UniProtKB/TrEMBL;Acc:A0A1P6C609]"
brugia_malayi_prjna10729,WBGene00225845,Bm5584b.2,Bma-enpl-1,"BMA-ENPL-1, isoform b  [Source:UniProtKB/TrEMBL;Acc:A0A1P6C609]"
brugia_malayi_prjna10729,WBGene00225846,Bm5585a.1,Bma-spo-11,"BMA-SPO-11, isoform c; BMA-SPO-11, isoform f  [Source:UniProtKB/TrEMBL;Acc:A0A1P6C504]"
brugia_malayi_prjna10729,WBGene00225846,Bm5585b.1,Bma-spo-11,"BMA-SPO-11, isoform c; BMA-SPO-11, isoform f  [Source:UniProtKB/TrEMBL;Acc:A0A1P6C504]"
brugia_malayi_prjna10729,WBGene00225846,Bm5585c.1,Bma-spo-11,"BMA-SPO-11, isoform c; BMA-SPO-11, isoform f  [Source:UniProtKB/TrEMBL;Acc:A0A1P6C504]"
brugia_malayi_prjna10729,WBGene00225846,Bm5585d.1,Bma-spo-11,"BMA-SPO-11, isoform c; BMA-SPO-11, isoform f  [Source:UniProtKB/TrEMBL;Acc:A0A1P6C504]"
brugia_malayi_prjna10729,WBGene00225847,Bm5586.1,Bma-imp-2,BMA-IMP-2  [Source:UniProtKB/TrEMBL;Acc:A0A0H5SB48]
brugia_malayi_prjna10729,WBGene00225848,Bm5587.1,Bma-nra-2,"BMA-NRA-2; Nicalin, putative  [Source:UniProtKB/TrEMBL;Acc:A0A0R3RET2]"
brugia_malayi_prjna10729,WBGene00225849,Bm5588a.1,Bma-hsr-9,"BMA-HSR-9, isoform c; BMA-HSR-9, isoform d  [Source:UniProtKB/TrEMBL;Acc:A0A1P6C518]"
brugia_malayi_prjna10729,WBGene00225849,Bm5588b.1,Bma-hsr-9,"BMA-HSR-9, isoform c; BMA-HSR-9, isoform d  [Source:UniProtKB/TrEMBL;Acc:A0A1P6C518]"
brugia_malayi_prjna10729,WBGene00225850,Bm5589.1,Bm5589,EGF-like domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A4E9F1R2]
brugia_malayi_prjna10729,WBGene00225851,Bm5590.1,Bma-hlh-4,BMA-HLH-4  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JJI4]
brugia_malayi_prjna10729,WBGene00225852,Bm5591.1,Bma-cdk-1.4,"Bm5591; Cell division control protein 2 homolog, putative  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JJI5]"
brugia_malayi_prjna10729,WBGene00225853,Bm5592.1,Bm5592,Bm5592; Dephospho-CoA kinase family protein  [Source:UniProtKB/TrEMBL;Acc:A0A0I9N6T9]
brugia_malayi_prjna10729,WBGene00225854,Bm5593a.1,Bm5593,BMA-ECH-6  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PQH8]
brugia_malayi_prjna10729,WBGene00225854,Bm5593a.2,Bm5593,BMA-ECH-6  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PQH8]
brugia_malayi_prjna10729,WBGene00225854,Bm5593b.1,Bm5593,BMA-ECH-6  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PQH8]
brugia_malayi_prjna10729,WBGene00225855,Bm5594.1,Bma-vps-53,Vacuolar protein sorting-associated protein 53 homolog  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JJI8]
brugia_malayi_prjna10729,WBGene00225856,Bm5595.1,Bma-gcc-2,"Bm5595, isoform c  [Source:UniProtKB/TrEMBL;Acc:A0A1P6C622]"
brugia_malayi_prjna10729,WBGene00225858,Bm5597.1,Bma-acl-8,BMA-ACL-8  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JJJ2]
brugia_malayi_prjna10729,WBGene00225859,Bm5598.1,Bm5598,"LOC443605 protein, putative  [Source:UniProtKB/TrEMBL;Acc:A0A4E9F347]"
brugia_malayi_prjna10729,WBGene00225860,Bm5599.1,Bm5599,Aldehyde dehydrogenase  [Source:UniProtKB/TrEMBL;Acc:A0A1U7F3Y0]
brugia_malayi_prjna10729,WBGene00225860,Bm5599.2,Bm5599,Aldehyde dehydrogenase  [Source:UniProtKB/TrEMBL;Acc:A0A1U7F3Y0]
brugia_malayi_prjna10729,WBGene00225861,Bm5600.1,Bma-gad-1,WD_REPEATS_REGION domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A4E9EXW4]
brugia_malayi_prjna10729,WBGene00225863,Bm5602.1,Bma-apn-1,Protein-tyrosine phosphatase containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A4E9F8A6]
brugia_malayi_prjna10729,WBGene00225864,Bm5603.1,Bm5603,Bm5603  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S9A5]
brugia_malayi_prjna10729,WBGene00225865,Bm5604.1,Bma-ufd-2,U-box domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FEJ9]
brugia_malayi_prjna10729,WBGene00225866,Bm5605a.1,Bma-gpcp-2.1,Bm5605  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PR08]
brugia_malayi_prjna10729,WBGene00225866,Bm5605b.1,Bma-gpcp-2.1,Bm5605  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PR08]
brugia_malayi_prjna10729,WBGene00225866,Bm5605c.1,Bma-gpcp-2.1,Bm5605  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PR08]
brugia_malayi_prjna10729,WBGene00225867,Bm5606.1,Bma-glb-25,BMA-GLB-25; GLOBIN domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JJK3]
brugia_malayi_prjna10729,WBGene00225868,Bm5607.1,Bm5607,Zinc carboxypeptidase family protein  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FLH8]
brugia_malayi_prjna10729,WBGene00225869,Bm5608a.1,Bm5608,RNA helicase  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JJK6]
brugia_malayi_prjna10729,WBGene00225869,Bm5608b.1,Bm5608,RNA helicase  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JJK6]
brugia_malayi_prjna10729,WBGene00225870,Bm5609.1,Bm5609,"UPF0224 protein C20orf65 homolog, putative  [Source:UniProtKB/TrEMBL;Acc:A0A4E9F9R3]"
