bma_genome_project,bma_gene_ID,cel_gene_ID,cel_gene_name
brugia_malayi_prjna10729,WBGene00225593,WBGene00006910,vha-1
brugia_malayi_prjna10729,WBGene00225594,WBGene00007010,alx-1
brugia_malayi_prjna10729,WBGene00225595,WBGene00008080,C44B9.3
brugia_malayi_prjna10729,WBGene00225595,WBGene00007321,C05B5.4
brugia_malayi_prjna10729,WBGene00225595,WBGene00011221,R10E12.2
brugia_malayi_prjna10729,WBGene00225596,WBGene00003064,lpd-8
brugia_malayi_prjna10729,WBGene00225597,WBGene00001669,gpa-7
brugia_malayi_prjna10729,WBGene00225599,WBGene00011225,R10H10.7
brugia_malayi_prjna10729,WBGene00225600,WBGene00000163,apb-3
brugia_malayi_prjna10729,WBGene00225601,WBGene00019151,pck-3
brugia_malayi_prjna10729,WBGene00225602,WBGene00011235,suro-1
brugia_malayi_prjna10729,WBGene00225603,WBGene00011237,gkow-1
brugia_malayi_prjna10729,WBGene00225605,WBGene00011239,pges-2
brugia_malayi_prjna10729,WBGene00225606,WBGene00011240,mask-1
brugia_malayi_prjna10729,WBGene00225607,WBGene00011241,mpz-5
brugia_malayi_prjna10729,WBGene00225608,WBGene00044061,tbc-12
brugia_malayi_prjna10729,WBGene00225609,WBGene00011242,R11D1.1
brugia_malayi_prjna10729,WBGene00225610,WBGene00004442,rpl-28
brugia_malayi_prjna10729,WBGene00225611,WBGene00011247,mrpl-49
brugia_malayi_prjna10729,WBGene00225612,WBGene00001324,eor-1
brugia_malayi_prjna10729,WBGene00225613,WBGene00001058,dpf-5
brugia_malayi_prjna10729,WBGene00225614,WBGene00020007,R11F4.1
brugia_malayi_prjna10729,WBGene00225615,WBGene00004727,sax-1
brugia_malayi_prjna10729,WBGene00225616,WBGene00020012,R11G1.6
brugia_malayi_prjna10729,WBGene00225617,,
brugia_malayi_prjna10729,WBGene00225618,,
brugia_malayi_prjna10729,WBGene00225619,WBGene00004925,snt-5
brugia_malayi_prjna10729,WBGene00225620,WBGene00004858,sma-4
brugia_malayi_prjna10729,WBGene00225621,,
brugia_malayi_prjna10729,WBGene00225622,,
brugia_malayi_prjna10729,WBGene00225623,WBGene00007016,mdt-15
brugia_malayi_prjna10729,WBGene00225624,WBGene00004306,ran-5
brugia_malayi_prjna10729,WBGene00225626,WBGene00020026,R12C12.6
brugia_malayi_prjna10729,WBGene00225627,WBGene00020029,R12C12.9
brugia_malayi_prjna10729,WBGene00225628,WBGene00020030,kel-20
brugia_malayi_prjna10729,WBGene00225629,WBGene00020031,suco-1
brugia_malayi_prjna10729,WBGene00225630,,
brugia_malayi_prjna10729,WBGene00225631,WBGene00020038,R12E2.13
brugia_malayi_prjna10729,WBGene00225632,WBGene00006749,unc-9
brugia_malayi_prjna10729,WBGene00225635,WBGene00006748,unc-8
brugia_malayi_prjna10729,WBGene00225636,WBGene00020045,glb-23
brugia_malayi_prjna10729,WBGene00225637,WBGene00000846,cup-5
brugia_malayi_prjna10729,WBGene00225638,WBGene00000437,ceh-13
brugia_malayi_prjna10729,WBGene00225639,WBGene00004420,rpl-9
brugia_malayi_prjna10729,WBGene00225641,,
brugia_malayi_prjna10729,WBGene00225642,WBGene00006498,ten-1
brugia_malayi_prjna10729,WBGene00225643,,
brugia_malayi_prjna10729,WBGene00225644,,
brugia_malayi_prjna10729,WBGene00225645,WBGene00020068,cra-1
brugia_malayi_prjna10729,WBGene00225646,WBGene00005010,spr-5
brugia_malayi_prjna10729,WBGene00225646,WBGene00011615,lsd-1
brugia_malayi_prjna10729,WBGene00225648,WBGene00011261,nphp-4
brugia_malayi_prjna10729,WBGene00225649,,
brugia_malayi_prjna10729,WBGene00225650,WBGene00011879,pho-7
brugia_malayi_prjna10729,WBGene00225651,WBGene00001978,hmp-1
brugia_malayi_prjna10729,WBGene00225652,WBGene00019367,K03H6.1
brugia_malayi_prjna10729,WBGene00225653,,
brugia_malayi_prjna10729,WBGene00225654,WBGene00044805,Y53C10A.15
brugia_malayi_prjna10729,WBGene00225655,,
brugia_malayi_prjna10729,WBGene00225656,WBGene00011268,pde-12
brugia_malayi_prjna10729,WBGene00225657,WBGene00011269,sbsp-1
brugia_malayi_prjna10729,WBGene00225658,WBGene00004855,sma-1
brugia_malayi_prjna10729,WBGene00225659,,
brugia_malayi_prjna10729,WBGene00225660,WBGene00003886,osm-6
brugia_malayi_prjna10729,WBGene00225661,WBGene00011271,flad-1
brugia_malayi_prjna10729,WBGene00225664,WBGene00011273,R53.4
brugia_malayi_prjna10729,WBGene00225667,WBGene00011275,psf-1
brugia_malayi_prjna10729,WBGene00225668,WBGene00020083,R57.2
brugia_malayi_prjna10729,WBGene00225669,WBGene00003073,lars-1
brugia_malayi_prjna10729,WBGene00225670,WBGene00006959,xbp-1
brugia_malayi_prjna10729,WBGene00225671,WBGene00001034,dnj-16
brugia_malayi_prjna10729,WBGene00225672,WBGene00011280,pelo-1
brugia_malayi_prjna10729,WBGene00225675,WBGene00001771,gst-23
brugia_malayi_prjna10729,WBGene00225675,WBGene00001773,gst-25
brugia_malayi_prjna10729,WBGene00225675,WBGene00001749,gst-1
brugia_malayi_prjna10729,WBGene00225676,WBGene00020088,R119.2
brugia_malayi_prjna10729,WBGene00225677,,
brugia_malayi_prjna10729,WBGene00225678,WBGene00020090,R119.5
brugia_malayi_prjna10729,WBGene00225679,WBGene00006385,taf-4
brugia_malayi_prjna10729,WBGene00225680,WBGene00020092,pcf-11
brugia_malayi_prjna10729,WBGene00225682,,
brugia_malayi_prjna10729,WBGene00225683,WBGene00020096,R144.6
brugia_malayi_prjna10729,WBGene00225684,WBGene00020097,larp-1
brugia_malayi_prjna10729,WBGene00225685,,
brugia_malayi_prjna10729,WBGene00225686,WBGene00043060,R144.12
brugia_malayi_prjna10729,WBGene00225687,WBGene00044648,R144.13
brugia_malayi_prjna10729,WBGene00225688,WBGene00020102,R148.3
brugia_malayi_prjna10729,WBGene00225691,WBGene00004417,rpl-6
brugia_malayi_prjna10729,WBGene00225692,WBGene00020106,R151.1
brugia_malayi_prjna10729,WBGene00225693,WBGene00006592,dpy-31
brugia_malayi_prjna10729,WBGene00225694,WBGene00020109,der-2
brugia_malayi_prjna10729,WBGene00225695,WBGene00020110,hsp-75
brugia_malayi_prjna10729,WBGene00225696,WBGene00020111,R151.8
brugia_malayi_prjna10729,WBGene00225697,WBGene00020113,R151.10
brugia_malayi_prjna10729,WBGene00225698,,
brugia_malayi_prjna10729,WBGene00225699,WBGene00020115,mboa-6
brugia_malayi_prjna10729,WBGene00225700,WBGene00003084,lst-2
brugia_malayi_prjna10729,WBGene00225701,WBGene00003107,mab-10
brugia_malayi_prjna10729,WBGene00225702,WBGene00011303,R166.3
brugia_malayi_prjna10729,WBGene00225703,WBGene00004185,pro-1
brugia_malayi_prjna10729,WBGene00225704,WBGene00011304,mnk-1
brugia_malayi_prjna10729,WBGene00225705,WBGene00000283,cah-5
brugia_malayi_prjna10729,WBGene00225706,WBGene00020125,cest-19
brugia_malayi_prjna10729,WBGene00225707,WBGene00011306,R186.3
brugia_malayi_prjna10729,WBGene00225708,WBGene00011307,mpst-7
brugia_malayi_prjna10729,WBGene00225709,WBGene00011309,R186.8
brugia_malayi_prjna10729,WBGene00225710,WBGene00020131,gcy-28
brugia_malayi_prjna10729,WBGene00225711,WBGene00006674,twk-21
brugia_malayi_prjna10729,WBGene00225711,WBGene00006675,twk-22
brugia_malayi_prjna10729,WBGene00225712,,
brugia_malayi_prjna10729,WBGene00225713,WBGene00020135,aakg-4
brugia_malayi_prjna10729,WBGene00225714,WBGene00004279,rab-21
brugia_malayi_prjna10729,WBGene00225715,WBGene00000887,cyn-11
brugia_malayi_prjna10729,WBGene00225716,,
brugia_malayi_prjna10729,WBGene00225717,WBGene00011314,T01B7.9
brugia_malayi_prjna10729,WBGene00225718,WBGene00003613,nhr-14
brugia_malayi_prjna10729,WBGene00225719,WBGene00006798,unc-64
brugia_malayi_prjna10729,WBGene00225720,,
brugia_malayi_prjna10729,WBGene00225721,WBGene00003837,oat-1
brugia_malayi_prjna10729,WBGene00225721,WBGene00006220,str-176
brugia_malayi_prjna10729,WBGene00225722,WBGene00011315,mbr-1
brugia_malayi_prjna10729,WBGene00225723,WBGene00000071,acy-4
brugia_malayi_prjna10729,WBGene00225724,WBGene00003849,odr-2
brugia_malayi_prjna10729,WBGene00225725,WBGene00001986,hot-1
brugia_malayi_prjna10729,WBGene00225726,WBGene00020142,aak-2
brugia_malayi_prjna10729,WBGene00225727,,
brugia_malayi_prjna10729,WBGene00225728,WBGene00020146,got-1.2
brugia_malayi_prjna10729,WBGene00225730,WBGene00020149,T01D1.4
brugia_malayi_prjna10729,WBGene00225731,,
brugia_malayi_prjna10729,WBGene00225732,,
brugia_malayi_prjna10729,WBGene00225733,,
brugia_malayi_prjna10729,WBGene00225734,,
brugia_malayi_prjna10729,WBGene00225735,WBGene00011329,zipt-9
brugia_malayi_prjna10729,WBGene00225737,WBGene00011331,T01E8.1
brugia_malayi_prjna10729,WBGene00225738,WBGene00004038,plc-3
brugia_malayi_prjna10729,WBGene00225739,,
brugia_malayi_prjna10729,WBGene00225740,WBGene00011334,mrps-14
brugia_malayi_prjna10729,WBGene00225742,WBGene00002223,klp-12
brugia_malayi_prjna10729,WBGene00225743,WBGene00011337,T01G1.2
brugia_malayi_prjna10729,WBGene00225744,WBGene00044025,T01G1.4
brugia_malayi_prjna10729,WBGene00225745,WBGene00011345,dma-1
brugia_malayi_prjna10729,WBGene00225746,WBGene00003788,npp-2
brugia_malayi_prjna10729,WBGene00225748,,
brugia_malayi_prjna10729,WBGene00225749,WBGene00002196,kin-10
brugia_malayi_prjna10729,WBGene00225750,,
brugia_malayi_prjna10729,WBGene00225751,WBGene00011353,serr-1
brugia_malayi_prjna10729,WBGene00225752,,
brugia_malayi_prjna10729,WBGene00225754,,
brugia_malayi_prjna10729,WBGene00225755,WBGene00011368,tftc-5
brugia_malayi_prjna10729,WBGene00225757,WBGene00001716,grl-7
brugia_malayi_prjna10729,WBGene00225758,WBGene00011382,dop-5
brugia_malayi_prjna10729,WBGene00225759,,
brugia_malayi_prjna10729,WBGene00225760,WBGene00020171,T02H6.1
brugia_malayi_prjna10729,WBGene00225761,WBGene00020172,thoc-1
brugia_malayi_prjna10729,WBGene00225764,WBGene00011392,sbt-1
brugia_malayi_prjna10729,WBGene00225765,,
brugia_malayi_prjna10729,WBGene00225766,WBGene00011393,T03D8.6
brugia_malayi_prjna10729,WBGene00225767,WBGene00020184,uba-5
brugia_malayi_prjna10729,WBGene00225769,WBGene00021113,gsp-3
brugia_malayi_prjna10729,WBGene00225769,WBGene00020187,gsp-4
brugia_malayi_prjna10729,WBGene00225770,WBGene00020189,tfbm-1
brugia_malayi_prjna10729,WBGene00225771,WBGene00020190,guk-1
brugia_malayi_prjna10729,WBGene00225772,,
brugia_malayi_prjna10729,WBGene00225773,WBGene00020193,T03F1.12
brugia_malayi_prjna10729,WBGene00225774,WBGene00011398,qdpr-1
brugia_malayi_prjna10729,WBGene00225775,WBGene00001035,dnj-17
brugia_malayi_prjna10729,WBGene00225776,WBGene00003047,lis-1
brugia_malayi_prjna10729,WBGene00225778,WBGene00004910,snf-11
brugia_malayi_prjna10729,WBGene00225779,,
brugia_malayi_prjna10729,WBGene00225780,,
brugia_malayi_prjna10729,WBGene00225781,WBGene00003630,nhr-40
brugia_malayi_prjna10729,WBGene00225782,WBGene00020195,T03G6.3
brugia_malayi_prjna10729,WBGene00225783,WBGene00004145,pqn-62
brugia_malayi_prjna10729,WBGene00225784,,
brugia_malayi_prjna10729,WBGene00225785,WBGene00020197,mans-3
brugia_malayi_prjna10729,WBGene00225786,WBGene00044078,tag-243
brugia_malayi_prjna10729,WBGene00225787,,
brugia_malayi_prjna10729,WBGene00225788,WBGene00011408,nifk-1
brugia_malayi_prjna10729,WBGene00225789,WBGene00011409,T04A8.7
brugia_malayi_prjna10729,WBGene00225790,,
brugia_malayi_prjna10729,WBGene00225791,WBGene00001036,dnj-18
brugia_malayi_prjna10729,WBGene00225792,,
brugia_malayi_prjna10729,WBGene00225793,WBGene00011412,mrpl-16
brugia_malayi_prjna10729,WBGene00225794,WBGene00007045,pgap-2
brugia_malayi_prjna10729,WBGene00225796,WBGene00000543,clp-2
brugia_malayi_prjna10729,WBGene00225797,WBGene00002694,let-502
brugia_malayi_prjna10729,WBGene00225798,,
brugia_malayi_prjna10729,WBGene00225799,WBGene00020208,fnip-2
brugia_malayi_prjna10729,WBGene00225800,WBGene00020209,T04C9.1
brugia_malayi_prjna10729,WBGene00225801,WBGene00003375,mlp-1
brugia_malayi_prjna10729,WBGene00225802,WBGene00001489,frm-2
brugia_malayi_prjna10729,WBGene00225803,WBGene00003149,mbk-1
brugia_malayi_prjna10729,WBGene00225804,,
brugia_malayi_prjna10729,WBGene00225805,WBGene00000067,act-5
brugia_malayi_prjna10729,WBGene00225806,WBGene00006791,unc-57
brugia_malayi_prjna10729,WBGene00225807,WBGene00007053,chd-7
brugia_malayi_prjna10729,WBGene00225808,,
brugia_malayi_prjna10729,WBGene00225809,,
brugia_malayi_prjna10729,WBGene00225810,WBGene00011437,smoc-1
brugia_malayi_prjna10729,WBGene00225812,WBGene00021858,Y54F10BM.3
brugia_malayi_prjna10729,WBGene00225813,WBGene00011439,T04F3.4
brugia_malayi_prjna10729,WBGene00225813,WBGene00044634,C29E4.14
brugia_malayi_prjna10729,WBGene00225814,WBGene00011440,sfxn-1.5
brugia_malayi_prjna10729,WBGene00225815,WBGene00011441,T04F8.2
brugia_malayi_prjna10729,WBGene00225816,WBGene00011443,cutl-11
brugia_malayi_prjna10729,WBGene00225817,WBGene00011444,T04F8.6
brugia_malayi_prjna10729,WBGene00225818,WBGene00003534,nas-15
brugia_malayi_prjna10729,WBGene00225820,WBGene00020215,T04G9.4
brugia_malayi_prjna10729,WBGene00225821,WBGene00020216,trap-2
brugia_malayi_prjna10729,WBGene00225822,WBGene00011449,T04H1.2
brugia_malayi_prjna10729,WBGene00225823,WBGene00004296,rad-50
brugia_malayi_prjna10729,WBGene00225824,WBGene00011451,T04H1.5
brugia_malayi_prjna10729,WBGene00225825,,
brugia_malayi_prjna10729,WBGene00225826,,
brugia_malayi_prjna10729,WBGene00225827,WBGene00020224,T05A7.7
brugia_malayi_prjna10729,WBGene00225828,WBGene00020231,T05A8.5
brugia_malayi_prjna10729,WBGene00225829,WBGene00004862,sma-9
brugia_malayi_prjna10729,WBGene00225830,WBGene00009892,scl-11
brugia_malayi_prjna10729,WBGene00225831,WBGene00006608,tre-2
brugia_malayi_prjna10729,WBGene00225832,WBGene00020234,T05A12.3
brugia_malayi_prjna10729,WBGene00225833,WBGene00020248,T05C1.1
brugia_malayi_prjna10729,WBGene00225834,,
brugia_malayi_prjna10729,WBGene00225835,WBGene00001037,dnj-19
brugia_malayi_prjna10729,WBGene00225836,WBGene00020256,T05C3.6
brugia_malayi_prjna10729,WBGene00225837,WBGene00009402,F35C11.3
brugia_malayi_prjna10729,WBGene00225837,WBGene00010874,M05D6.1
brugia_malayi_prjna10729,WBGene00225838,WBGene00003241,mig-5
brugia_malayi_prjna10729,WBGene00225839,WBGene00000377,cct-1
brugia_malayi_prjna10729,WBGene00225840,WBGene00004264,qua-1
brugia_malayi_prjna10729,WBGene00225841,WBGene00011474,aldo-1
brugia_malayi_prjna10729,WBGene00225842,WBGene00020259,T05E7.3
brugia_malayi_prjna10729,WBGene00225843,,
brugia_malayi_prjna10729,WBGene00225844,WBGene00020263,let-355
brugia_malayi_prjna10729,WBGene00225845,WBGene00011480,enpl-1
brugia_malayi_prjna10729,WBGene00225846,WBGene00004985,spo-11
brugia_malayi_prjna10729,WBGene00225847,WBGene00011481,imp-2
brugia_malayi_prjna10729,WBGene00225848,WBGene00011488,nra-2
brugia_malayi_prjna10729,WBGene00225849,WBGene00002027,hsr-9
brugia_malayi_prjna10729,WBGene00225850,WBGene00011498,T05G5.1
brugia_malayi_prjna10729,WBGene00225851,WBGene00001951,hlh-4
brugia_malayi_prjna10729,WBGene00225852,WBGene00000405,cdk-1
brugia_malayi_prjna10729,WBGene00225853,WBGene00011500,T05G5.5
brugia_malayi_prjna10729,WBGene00225854,WBGene00001156,ech-7
brugia_malayi_prjna10729,WBGene00225855,WBGene00011502,vps-53
brugia_malayi_prjna10729,WBGene00225856,,
brugia_malayi_prjna10729,WBGene00225858,WBGene00020264,acl-8
brugia_malayi_prjna10729,WBGene00225859,WBGene00020273,T05H4.10
brugia_malayi_prjna10729,WBGene00225860,WBGene00000110,alh-4
brugia_malayi_prjna10729,WBGene00225860,WBGene00000111,alh-5
brugia_malayi_prjna10729,WBGene00225861,WBGene00001513,gad-1
brugia_malayi_prjna10729,WBGene00225863,WBGene00000151,apn-1
brugia_malayi_prjna10729,WBGene00225864,WBGene00011508,T05H10.3
brugia_malayi_prjna10729,WBGene00225865,WBGene00006734,ufd-2
brugia_malayi_prjna10729,WBGene00225866,WBGene00019612,gpcp-1
brugia_malayi_prjna10729,WBGene00225867,WBGene00020279,glb-25
brugia_malayi_prjna10729,WBGene00225868,WBGene00020283,T06A4.3
brugia_malayi_prjna10729,WBGene00225869,WBGene00020284,mel-46
brugia_malayi_prjna10729,WBGene00225870,,
brugia_malayi_prjna10729,WBGene00225871,WBGene00002208,kin-26
brugia_malayi_prjna10729,WBGene00225871,WBGene00012785,Y43C5B.2
brugia_malayi_prjna10729,WBGene00225872,WBGene00011522,srap-1
brugia_malayi_prjna10729,WBGene00225873,WBGene00011524,plpr-1
brugia_malayi_prjna10729,WBGene00225874,WBGene00011526,cox-15
brugia_malayi_prjna10729,WBGene00225875,WBGene00011527,cchl-1
brugia_malayi_prjna10729,WBGene00225876,WBGene00011529,T06D8.9
brugia_malayi_prjna10729,WBGene00225877,,
brugia_malayi_prjna10729,WBGene00225878,WBGene00011532,chaf-1
brugia_malayi_prjna10729,WBGene00225879,WBGene00000226,atl-1
brugia_malayi_prjna10729,WBGene00225880,WBGene00000868,cyb-3
brugia_malayi_prjna10729,WBGene00225881,WBGene00011543,acl-2
brugia_malayi_prjna10729,WBGene00225882,WBGene00020294,T06F4.1
brugia_malayi_prjna10729,WBGene00225884,,
brugia_malayi_prjna10729,WBGene00225885,WBGene00006792,unc-58
brugia_malayi_prjna10729,WBGene00225886,WBGene00003384,moc-1
brugia_malayi_prjna10729,WBGene00225886,WBGene00003031,lin-46
brugia_malayi_prjna10729,WBGene00225887,WBGene00006785,unc-50
brugia_malayi_prjna10729,WBGene00225888,,
brugia_malayi_prjna10729,WBGene00225889,WBGene00006802,unc-69
brugia_malayi_prjna10729,WBGene00225890,WBGene00001332,eri-1
brugia_malayi_prjna10729,WBGene00225891,,
brugia_malayi_prjna10729,WBGene00225892,WBGene00001678,gpa-16
brugia_malayi_prjna10729,WBGene00225892,WBGene00001666,gpa-4
brugia_malayi_prjna10729,WBGene00225893,WBGene00020296,rrp-8
brugia_malayi_prjna10729,WBGene00225894,WBGene00020297,nog-1
brugia_malayi_prjna10729,WBGene00225895,WBGene00004493,rps-24
brugia_malayi_prjna10729,WBGene00225895,WBGene00044789,T07A9.14
brugia_malayi_prjna10729,WBGene00225896,WBGene00020299,T07A9.12
brugia_malayi_prjna10729,WBGene00225897,WBGene00011559,umps-1
brugia_malayi_prjna10729,WBGene00225898,WBGene00006556,tbx-37
brugia_malayi_prjna10729,WBGene00225898,WBGene00006557,tbx-38
brugia_malayi_prjna10729,WBGene00225899,,
brugia_malayi_prjna10729,WBGene00225900,WBGene00003225,mev-1
brugia_malayi_prjna10729,WBGene00225901,,
brugia_malayi_prjna10729,WBGene00225902,,
brugia_malayi_prjna10729,WBGene00225903,WBGene00011563,jmjd-4
brugia_malayi_prjna10729,WBGene00225904,WBGene00011572,mam-5
brugia_malayi_prjna10729,WBGene00225906,,
brugia_malayi_prjna10729,WBGene00225907,WBGene00020301,T07D1.2
brugia_malayi_prjna10729,WBGene00225908,WBGene00001484,fox-1
brugia_malayi_prjna10729,WBGene00225909,WBGene00020307,T07D3.4
brugia_malayi_prjna10729,WBGene00225909,WBGene00011554,T07A5.1
brugia_malayi_prjna10729,WBGene00225909,WBGene00020924,W02B3.4
brugia_malayi_prjna10729,WBGene00225909,WBGene00021249,Y22D7AL.11
brugia_malayi_prjna10729,WBGene00225909,WBGene00020927,W02B3.7
brugia_malayi_prjna10729,WBGene00225910,WBGene00011579,T07D4.2
brugia_malayi_prjna10729,WBGene00225911,WBGene00004355,rha-1
brugia_malayi_prjna10729,WBGene00225912,WBGene00011580,ddx-19
brugia_malayi_prjna10729,WBGene00225913,,
brugia_malayi_prjna10729,WBGene00225914,,
brugia_malayi_prjna10729,WBGene00225915,WBGene00011587,anp-1
brugia_malayi_prjna10729,WBGene00225917,WBGene00011590,bus-19
brugia_malayi_prjna10729,WBGene00225918,,
brugia_malayi_prjna10729,WBGene00225919,,
brugia_malayi_prjna10729,WBGene00225920,WBGene00000288,cal-4
brugia_malayi_prjna10729,WBGene00225921,WBGene00010996,R03G8.1
brugia_malayi_prjna10729,WBGene00225921,WBGene00010998,R03G8.3
brugia_malayi_prjna10729,WBGene00225921,WBGene00013539,Y73F8A.35
brugia_malayi_prjna10729,WBGene00225922,WBGene00020330,cest-16
brugia_malayi_prjna10729,WBGene00225923,WBGene00003394,mom-1
brugia_malayi_prjna10729,WBGene00225924,WBGene00000740,col-167
brugia_malayi_prjna10729,WBGene00225924,WBGene00000743,col-170
brugia_malayi_prjna10729,WBGene00225924,WBGene00000753,col-180
brugia_malayi_prjna10729,WBGene00225924,WBGene00000744,col-171
brugia_malayi_prjna10729,WBGene00225924,WBGene00000742,col-169
brugia_malayi_prjna10729,WBGene00225924,WBGene00000739,col-166
brugia_malayi_prjna10729,WBGene00225924,WBGene00000741,col-168
brugia_malayi_prjna10729,WBGene00225926,WBGene00002976,lev-9
brugia_malayi_prjna10729,WBGene00225927,WBGene00003165,mec-1
brugia_malayi_prjna10729,WBGene00225928,WBGene00004229,ptr-15
brugia_malayi_prjna10729,WBGene00225929,WBGene00020334,epg-7
brugia_malayi_prjna10729,WBGene00225930,WBGene00004912,sng-1
brugia_malayi_prjna10729,WBGene00225931,WBGene00011604,T08A11.1
brugia_malayi_prjna10729,WBGene00225932,WBGene00011605,sftb-1
brugia_malayi_prjna10729,WBGene00225934,WBGene00020346,rbm-5
brugia_malayi_prjna10729,WBGene00225935,WBGene00020348,mrpl-23
brugia_malayi_prjna10729,WBGene00225936,WBGene00004486,rps-17
brugia_malayi_prjna10729,WBGene00225937,WBGene00002177,jkk-1
brugia_malayi_prjna10729,WBGene00225937,WBGene00018035,sek-4
brugia_malayi_prjna10729,WBGene00225937,WBGene00018034,sek-5
brugia_malayi_prjna10729,WBGene00225938,WBGene00011625,vps-39
brugia_malayi_prjna10729,WBGene00225939,WBGene00011629,T08G11.1
brugia_malayi_prjna10729,WBGene00225940,WBGene00011631,T08G11.4
brugia_malayi_prjna10729,WBGene00225941,WBGene00006765,unc-29
brugia_malayi_prjna10729,WBGene00225942,,
brugia_malayi_prjna10729,WBGene00225944,,
brugia_malayi_prjna10729,WBGene00225946,WBGene00011634,T09A5.5
brugia_malayi_prjna10729,WBGene00225947,WBGene00007014,mdt-10
brugia_malayi_prjna10729,WBGene00225948,,
brugia_malayi_prjna10729,WBGene00225949,,
brugia_malayi_prjna10729,WBGene00225950,,
brugia_malayi_prjna10729,WBGene00225951,WBGene00011637,sds-22
brugia_malayi_prjna10729,WBGene00225952,WBGene00003839,ocr-2
brugia_malayi_prjna10729,WBGene00225953,WBGene00020375,pigv-1
brugia_malayi_prjna10729,WBGene00225954,WBGene00020378,T09B4.4
brugia_malayi_prjna10729,WBGene00225955,WBGene00020383,tin-44
brugia_malayi_prjna10729,WBGene00225956,WBGene00000500,chn-1
brugia_malayi_prjna10729,WBGene00225957,WBGene00011645,T09B9.4
brugia_malayi_prjna10729,WBGene00225959,WBGene00011662,T09F3.2
brugia_malayi_prjna10729,WBGene00225960,WBGene00001686,gpd-4
brugia_malayi_prjna10729,WBGene00225960,WBGene00001685,gpd-3
brugia_malayi_prjna10729,WBGene00225960,WBGene00001684,gpd-2
brugia_malayi_prjna10729,WBGene00225960,WBGene00001683,gpd-1
brugia_malayi_prjna10729,WBGene00225961,,
brugia_malayi_prjna10729,WBGene00225962,,
brugia_malayi_prjna10729,WBGene00225964,WBGene00020389,T10B5.3
brugia_malayi_prjna10729,WBGene00225965,WBGene00020396,T10B5.10
brugia_malayi_prjna10729,WBGene00225966,,
brugia_malayi_prjna10729,WBGene00225967,WBGene00020397,pcbd-1
brugia_malayi_prjna10729,WBGene00225968,WBGene00020398,cerk-1
brugia_malayi_prjna10729,WBGene00225969,WBGene00020399,ztf-4
brugia_malayi_prjna10729,WBGene00225970,WBGene00011687,cwc-15
brugia_malayi_prjna10729,WBGene00225972,WBGene00020417,nuo-2
brugia_malayi_prjna10729,WBGene00225973,WBGene00020421,T10E10.4
brugia_malayi_prjna10729,WBGene00225974,WBGene00001744,gars-1
brugia_malayi_prjna10729,WBGene00225975,WBGene00020422,T10F2.2
brugia_malayi_prjna10729,WBGene00225976,,
brugia_malayi_prjna10729,WBGene00225977,WBGene00044604,T10F2.5
brugia_malayi_prjna10729,WBGene00225978,,
brugia_malayi_prjna10729,WBGene00225979,WBGene00011694,T10G3.3
brugia_malayi_prjna10729,WBGene00225980,WBGene00011696,eea-1
brugia_malayi_prjna10729,WBGene00225981,WBGene00004740,scd-2
brugia_malayi_prjna10729,WBGene00225982,WBGene00020425,syx-18
brugia_malayi_prjna10729,WBGene00225983,WBGene00004897,snb-1
brugia_malayi_prjna10729,WBGene00225984,WBGene00002039,hum-6
brugia_malayi_prjna10729,WBGene00225985,WBGene00020427,sav-1
brugia_malayi_prjna10729,WBGene00225986,WBGene00001132,alp-1
brugia_malayi_prjna10729,WBGene00225987,,
brugia_malayi_prjna10729,WBGene00225988,,
brugia_malayi_prjna10729,WBGene00225989,WBGene00011713,T11F9.12
brugia_malayi_prjna10729,WBGene00225990,WBGene00011718,T11G6.3
brugia_malayi_prjna10729,WBGene00225991,WBGene00011722,rbm-22
brugia_malayi_prjna10729,WBGene00225992,WBGene00020441,bcas-2
brugia_malayi_prjna10729,WBGene00225993,WBGene00020442,gen-1
brugia_malayi_prjna10729,WBGene00225994,WBGene00020443,esyt-2
brugia_malayi_prjna10729,WBGene00225996,WBGene00001989,hot-4
brugia_malayi_prjna10729,WBGene00225997,WBGene00012128,nra-1
brugia_malayi_prjna10729,WBGene00225997,WBGene00001577,gem-4
brugia_malayi_prjna10729,WBGene00225998,WBGene00011727,T12A7.6
brugia_malayi_prjna10729,WBGene00225999,WBGene00020444,T12B3.1
brugia_malayi_prjna10729,WBGene00226000,WBGene00020446,T12B3.3
brugia_malayi_prjna10729,WBGene00226001,WBGene00020447,mob-3
brugia_malayi_prjna10729,WBGene00226002,WBGene00011729,set-16
brugia_malayi_prjna10729,WBGene00226003,WBGene00011730,drr-2
brugia_malayi_prjna10729,WBGene00226004,WBGene00011731,acbp-5
brugia_malayi_prjna10729,WBGene00226005,WBGene00011732,arrd-17
brugia_malayi_prjna10729,WBGene00226006,WBGene00011734,mlc-5
brugia_malayi_prjna10729,WBGene00226007,WBGene00006391,taf-9
brugia_malayi_prjna10729,WBGene00226009,WBGene00011736,T12D8.9
brugia_malayi_prjna10729,WBGene00226010,,
brugia_malayi_prjna10729,WBGene00226012,,
brugia_malayi_prjna10729,WBGene00226013,,
brugia_malayi_prjna10729,WBGene00226014,WBGene00020920,set-20
brugia_malayi_prjna10729,WBGene00226014,WBGene00008062,set-32
brugia_malayi_prjna10729,WBGene00226014,WBGene00021282,set-21
brugia_malayi_prjna10729,WBGene00226014,WBGene00020006,set-15
